Country,jurisdiction,2014,2010,1990,1991,1992,1994,1995,1996,1999,2003,1988,1989,1993,1997,2000,2001,2002,2004,2009,2011,2007,2012,2005,2006,2008,1998,1972,1978,1984,1985,1986,1987,2015,2013,2016,1980,2017,1982,1983,1975,1981,1977,1957,1976,1979,1956,1918,1973,1967,1951,1952,1969,1974,1968,1971,1966,1970,1962,1945,1954,1955,1963,1964,1965,1936,1958,1959,1930,1961,Country_name
32,344,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Argentina
32,840,2.0,,,,,,,,,1.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Argentina
32,554,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Argentina
32,570,,,,,,,,1.0,1.0,,,,,1.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Argentina
32,591,76.0,40.0,11.0,10.0,11.0,12.0,12.0,14.0,30.0,21.0,,8.0,12.0,17.0,36.0,34.0,34.0,23.0,41.0,61.0,31.0,81.0,21.0,22.0,40.0,23.0,,,7.0,,9.0,9.0,61.0,78.0,61.0,,61.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Argentina
32,690,2.0,,,,,,,,,,,,,,,,,1.0,2.0,,2.0,,,,2.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Argentina
533,660,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aruba
533,92,4.0,,,3.0,11.0,7.0,,6.0,,1.0,1.0,,10.0,4.0,,,1.0,,,4.0,4.0,5.0,2.0,,3.0,3.0,,,,,,,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aruba
533,591,,,,,,,,,,,,,,,,,,,4.0,,1.0,3.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aruba
36,44,,,1.0,,,,,2.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia
36,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia
36,92,9.0,13.0,4.0,5.0,7.0,8.0,5.0,9.0,25.0,12.0,1.0,3.0,,12.0,23.0,20.0,20.0,15.0,19.0,11.0,20.0,11.0,15.0,20.0,21.0,21.0,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia
36,184,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia
36,570,,,,,,,,,2.0,,,,,,2.0,,2.0,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia
36,591,5.0,,8.0,11.0,11.0,9.0,8.0,7.0,,,9.0,10.0,10.0,4.0,,,,,3.0,3.0,,6.0,,5.0,,,,,,5.0,6.0,8.0,3.0,7.0,,,,2.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia
36,690,1.0,3.0,,,,,,,,,,,,,,,,,,2.0,2.0,,1.0,2.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Australia
40,44,,,,1.0,,,,3.0,,1.0,,,,,3.0,2.0,1.0,0.0,,,0.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austria
40,660,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austria
40,92,,,,,1.0,,,5.0,3.0,,,,,,,,,,,,,2.0,,,2.0,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austria
40,591,3.0,3.0,5.0,,,2.0,1.0,2.0,3.0,,4.0,5.0,3.0,,3.0,,,,,4.0,,4.0,,4.0,,2.0,,,2.0,2.0,,5.0,2.0,4.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austria
31,44,,,,,1.0,,,,3.0,2.0,,,,,4.0,,4.0,,,,,,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azerbaijan
31,92,,,,1.0,,,,,,3.0,,,,,,,2.0,2.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azerbaijan
44,44,133.0,109.0,4.0,18.0,26.0,35.0,50.0,62.0,143.0,154.0,,,35.0,103.0,159.0,156.0,150.0,156.0,112.0,108.0,127.0,105.0,114.0,119.0,126.0,136.0,,,,,,,129.0,120.0,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahamas
44,660,24.0,19.0,,,,,,,,,,,,,,,1.0,,16.0,24.0,8.0,26.0,2.0,,14.0,,,,,,,,22.0,27.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahamas
44,92,943.0,753.0,19.0,25.0,40.0,78.0,83.0,99.0,160.0,304.0,4.0,11.0,64.0,128.0,207.0,225.0,270.0,387.0,654.0,833.0,546.0,893.0,431.0,495.0,581.0,153.0,,,,,,,851.0,948.0,851.0,,851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahamas
44,188,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahamas
44,196,,1.0,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahamas
44,344,1.0,,,,,,,,,1.0,,,,,,,,3.0,,,0.0,2.0,2.0,0.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahamas
44,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahamas
44,840,106.0,168.0,,,,,,,,53.0,,,,,,10.0,21.0,75.0,168.0,160.0,151.0,150.0,113.0,131.0,159.0,,,,,,,,73.0,125.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahamas
44,570,,,,,,1.0,2.0,3.0,11.0,39.0,,,,4.0,21.0,30.0,32.0,33.0,,,1.0,,31.0,8.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahamas
44,591,1089.0,1191.0,72.0,72.0,72.0,73.0,76.0,86.0,121.0,333.0,70.0,75.0,72.0,95.0,160.0,197.0,255.0,439.0,1179.0,1186.0,988.0,1173.0,605.0,769.0,1125.0,108.0,2.0,22.0,49.0,52.0,60.0,68.0,951.0,1113.0,951.0,43.0,951.0,49.0,55.0,,43.0,10.0,1.0,3.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,Bahamas
44,882,6.0,12.0,,,,,,,,,,,,,,,,,13.0,12.0,22.0,9.0,,16.0,19.0,,,,,,,,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahamas
44,690,34.0,37.0,,,,,,,,21.0,,,,,2.0,6.0,15.0,30.0,45.0,39.0,57.0,36.0,34.0,49.0,50.0,,,,,,,,31.0,34.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahamas
44,826,1.0,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,1.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahamas
44,858,,,,,,,,,,,,,,,,1.0,1.0,,,,2.0,1.0,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahamas
44,840,15.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahamas
Bahamas;Panama,840,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahamas;Panama
48,92,1.0,,2.0,2.0,3.0,,,2.0,,6.0,,1.0,,3.0,,7.0,,5.0,,2.0,4.0,2.0,5.0,,,6.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahrain
48,591,,,1.0,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bahrain
50,92,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bangladesh
52,44,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbados
52,92,3.0,8.0,,,,,,2.0,,9.0,,,1.0,,4.0,8.0,8.0,10.0,8.0,,8.0,7.0,,9.0,8.0,3.0,,,,,,,2.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbados
52,591,0.0,3.0,,,,,,,,,,,,,,,,,14.0,2.0,8.0,2.0,,2.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbados
112,92,5.0,7.0,,,,,,,,1.0,,,,,,,,5.0,7.0,6.0,12.0,7.0,8.0,9.0,9.0,,,,,,,,4.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belarus
112,344,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belarus
112,591,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belarus
